,CIK,Name,Year,TOTAL ASSETS (U.S.$),COMMON EQUITY (U.S.$),MARKET CAPITALIZATION (U.S.$),NET SALES OR REVENUES (U.S.$),NET INCOME (U.S.$),EARNINGS PER SHARE,EARNINGS BEF INTEREST & TAXES,DIVIDEND YIELD - CLOSE,NET SALES/REVENUES -1YR ANN GR,NET INCOME - 1 YR ANNUAL GROWT,RETURN ON EQUITY - TOTAL (%),RETURN ON ASSETS,RETURN ON INVESTED CAPITAL,"SELLING, GENERAL & ADM / SALES",RESEARCH & DEVELOPMENT/SALES,OPERATING PROFIT MARGIN,TOTAL DEBT % TOTAL CAPITAL/STD,QUICK RATIO,CURRENT RATIO,"BRANDS, PATENTS - NET","BRANDS, PATENTS - ACCUM AMORT","BRANDS, PATENTS - GROSS",EMPLOYEES,EMPLOYEES - 1 YR ANNUAL GROWTH,SALES PER EMPLOYEE,ASSETS PER EMPLOYEE,CURRENT LIABILITIES-TOTAL,TOTAL LIABILITIES,TOTAL INVESTMENT RETURN,PRICE/BOOK VALUE RATIO - CLOSE,PRICE VOLATILITY,FOREIGN ASSETS % TOTAL ASSETS,FOREIGN SALES % TOTAL SALES,FOREIGN INCOME % TOTAL INCOME,FOREIGN RETURN ON ASSETS,FOREIGN INCOME MARGIN,EXPORTS,PROVSION FOR RISKS & CHARGES,WORKING CAPITAL,RETAINED EARNINGS,ACCOUNTS PAYABLE/SALES,CASH FLOW/SALES,COST OF GOODS SOLD/SALES,TobinQ,AltmanZ
9254,840883,"BTU INTERNATIONAL, INC.",2006,65687,44932,89999,78289,9222,0.98,9973,0,17.89,99.65,23.82,16.73,20.72,21.89,6.47,12.17,17.94,4,5.73,,,,348,11.9,225,189,10320,20755,-22.28,2.09,53.24,1.21,82.48,,,,,,48814,5866,6.416,13.43,57.98,1.68608704918781,5.29949018046157
9255,840883,"BTU INTERNATIONAL, INC.",2007,69306,48935,137631,63723,1948,0.2,3257,0,-18.61,-78.88,4.15,3.47,4.13,29.83,8.88,4.27,16.32,3.99,5.59,,,,351,0.86,182,197,11010,20371,35.92,2.59,48.48,1.1,82.4,107.76,385.02,5.58,,,50565,7814,8.859,5.98,54.72,2.27977375696187,6.15241835487362
9256,840883,"BTU INTERNATIONAL, INC.",2008,71315,49580,37413,72266,-1096,-0.12,678,0,13.41,,-2.23,-0.91,-1.1,32.06,10.06,0.39,15.76,3.37,4.93,,,,381,8.55,190,187,12747,21735,-69.97,0.75,51.44,1.06,77.34,1071.02,401.99,5.42,,,50120,6718,6.999,3.84,54.92,0.829390731262707,3.042609796533
9257,840883,"BTU INTERNATIONAL, INC.",2009,58794,35693,58748,45086,-14565,-1.58,-13457,0,-37.61,,-34.16,-21.72,-27.29,42.05,15.26,-29.85,20.13,2.52,3.58,,,,352,-7.61,128,167,14414,23101,58.75,1.65,51.94,,78.99,,,,,,37132,-7847,12.259,-17.62,67.86,1.39213185018879,2.1007384945492
9258,840883,"BTU INTERNATIONAL, INC.",2010,67645,39840,83105,81607,2181,0.23,4160,0,81,,5.77,4.07,5.52,28.26,8.06,5.05,17.9,2.1,3.13,,,,383,8.81,213,177,19476,27805,39.97,2.13,48.83,,90.73,,,,,,41537,-5666,12.3959999999999,9.34,55.95,1.6395890309705,3.81017699072087
9259,840883,"BTU INTERNATIONAL, INC.",2011,56718,39452,24700,76128,-2722,-0.29,-1289,0,-6.71,,-6.87,-3.87,-5,29.85,9.27,-1.56,17.44,3.58,5.78,,,,356,-7.05,214,159,8816,17266,-70.75,0.63,52.17,1.6,82.66,-50.04,65.57,0.95,,,42128,-8388,4.633,3.32,60.09,0.739906202616453,2.79640369458052
9260,840883,"BTU INTERNATIONAL, INC.",2012,48526,29480,18585,58089,-10997,-1.16,-10470,0,-23.7,,-31.91,-20.33,-25.1,36.09,9.38,-17.12,21.27,2.8,4.06,,,,302,-15.17,192,161,10732,19046,-25,0.63,48.39,1.51,84.93,16.88,-228.92,-3.4,,,32787,-19385,8.926,-3.8,68.71,0.775481185343939,1.31008902009092
9261,840883,"BTU INTERNATIONAL, INC.",2013,40330,18909,28766,47754,-11468,-1.202,-9759,0,-17.79,,-47.4,-25.2,-35.02,41.43,9.64,-20.28,28.63,1.79,2.56,,,,290,-3.97,165,139,14188,21421,54.36,1.52,46.13,1.23,61.02,,,,,,22130,-30853,11.325,-14.24,65.79,1.24440862881229,0.766892126881939
9262,840883,"BTU INTERNATIONAL, INC.",2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.92,,,,,,,,,,,,,,
9263,840883,"BTU INTERNATIONAL, INC.",2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9264,840883,"BTU INTERNATIONAL, INC.",2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9265,840883,"BTU INTERNATIONAL, INC.",2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9266,840883,"BTU INTERNATIONAL, INC.",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9267,840883,"BTU INTERNATIONAL, INC.",2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9268,846913,FUEL TECH INC,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9269,846913,FUEL TECH INC,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9270,846913,FUEL TECH INC,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9271,846913,FUEL TECH INC,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9272,846913,FUEL TECH INC,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9273,846913,FUEL TECH INC,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.91,,,,,,,,,,,,,,
9274,846913,FUEL TECH INC,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.02,,,,,,,,,,,,,,
9275,846913,FUEL TECH INC,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.23,,,,,,,,,,,,,,
9276,846913,FUEL TECH INC,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.45,,,,,,,,,,,,,,
9277,846913,FUEL TECH INC,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.98,,,,,,,,,,,,,,
9278,846913,FUEL TECH INC,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1,,,,,,,,,,,,,,
9279,846913,FUEL TECH INC,2003,21066,16779,69486,35736,1120,0.05,1145,0,,,,,,32.63,3.6,2.8,0,3.49,3.76,,,,90,,397,234,3988,4287,-15.27,4.14,47.34,10.02,13.35,-7.39,-3.51,-1.55,,,11026,-72030,6.279,7.52,57.86,3.50199373397892,7.42503416932766
9280,846913,FUEL TECH INC,2004,22152,18423,91205,30832,1572,0.07,166,0,-13.72,40.36,8.93,7.27,8.93,41.43,4.03,0.81,0,3.18,3.59,,,,92,2.22,335,241,4368,3729,31.55,4.93,43.47,9.87,15.37,-422.49,-48.1,-22.2,,,11292,-70458,8.773,5.24,49.31,4.28557240881184,12.2364045894277
9281,846913,FUEL TECH INC,2005,41165,28854,185247,52928,7588,0.33,7169,0,71.67,382.7,32.1,23.97,32.1,32.9,2.29,13.58,0,2.12,2.46,,,,104,13.04,509,396,13442,12311,94.22,6.42,43.04,9.77,21.17,-9.1,-16.27,-5.84,,,19590,-62870,12.2679999999999,14.83,48.04,4.79917405562978,9.30885607091478
9282,846913,FUEL TECH INC,2006,64498,47378,544217,75115,6826,0.28,11768,0,41.92,-10.04,17.91,12.92,17.91,31.82,2.73,14.29,0,2.81,3.21,,,,137,31.73,548,471,17505,17120,171.66,11.49,44.57,5.38,23.28,-14.08,-43.54,-8.64,,,38715,-56044,10.16,12.61,48.39,8.70316909051443,20.3318965186343
9283,846913,FUEL TECH INC,2007,84390,62967,507588,80297,7243,0.29,12454,0,6.9,6.11,13.13,9.75,12.92,31.07,2.66,13.37,3.15,2.83,2.99,,,,178,29.93,451,474,22720,21423,-8.08,8.06,44.03,9.58,15.89,-7.56,-10.05,-6.36,,,45143,-48882,16.977,20.12,49.82,6.26864557412015,15.4761321177562
9284,846913,FUEL TECH INC,2008,86380,73736,255335,81074,3602,0.15,7132,0,0.97,-50.27,5.27,4.32,5.24,34.55,2.59,8.16,2.88,3.77,4.24,,,1170,196,10.11,414,441,13667,12644,-53.25,3.46,47.2,8.84,15.59,-20.49,-17.77,-10.73,,,44346,-45280,10.109,16.54,51,3.10232692752952,13.2003374898799
9285,846913,FUEL TECH INC,2009,87998,78141,197812,71397,-2306,-0.1,-3290,0,-11.94,,-3.04,-2.56,-2.84,45.2,0.76,-5.41,3.61,3.3,3.58,,,1262,168,-14.29,425,524,11844,9857,-22.85,2.53,44.23,11.37,22.41,0.83,-0.32,-0.2,,,30578,-47828,8.157,10.39,52.29,2.35992863474169,12.3768265525061
9286,846913,FUEL TECH INC,2010,98127,83834,235113,81795,1753,0.07,3829,0,14.56,,2.16,1.98,2.21,37.72,1.16,3.87,2.64,2.9,3.06,1360,1219,2579,161,-4.17,508,609,17811,14293,18.85,2.8,42.01,10.92,15.64,,,,,,36645,-46075,9.189,10.72,52.25,2.54166539280728,10.6144794322932
9287,846913,FUEL TECH INC,2011,109116,88937,155580,93668,6148,0.25,9405,0,14.52,250.71,7.12,6.03,7.09,35.71,1.57,9.49,1.31,2.82,2.93,1491,662,2153,168,4.35,558,650,22630,20179,-32.23,1.75,42.31,12.27,18.78,11.39,7.57,5.76,,,43626,-44031,11.184,13.98,49.26,1.6107536933172,5.67511587668351
9288,846913,FUEL TECH INC,2012,102133,84160,92831,97644,2776,0.12,5171,0,4.24,-54.85,3.21,2.69,3.26,33.47,2.93,5.33,0,2.62,2.86,1592,842,2434,184,9.52,531,555,20946,17973,-36.17,1.1,40.65,19.03,27.88,-11.1,-2.97,-2.12,,,38918,-49128,13.138,6.84,55.11,1.08489910215111,3.996416225355
9289,846913,FUEL TECH INC,2013,110058,88547,160184,109338,5101,0.245,7921,0,,,5.91,4.84,5.75,33.27,2.23,7.32,6.18,3.2,3.35,1698,1041,2739,198,7.61,552,556,20646,21511,68.81,1.81,41.78,24.16,42.13,0,0,0,,,48619,-44027,9.073,10.86,54.42,1.65090225154009,5.65905465266872
9290,846913,FUEL TECH INC,2014,85822,72225,87555,79017,-17725,-0.778,-25678,0,-27.73,,-22.05,-18.01,-18.64,44.84,1.85,-2.23,23.92,2.74,3.13,1925,1280,3205,198,0,399,433,18650,13597,-45.98,1.21,42.28,31.63,35.58,0,0,0,,,39688,-61752,9.251,4.48,50.09,1.17862552725408,3.33529606477446
9291,846913,FUEL TECH INC,2015,75019,58898,43786,73664,-12380,-0.536,-8596,0,-6.77,,-18.88,-15.37,-14.2,42.24,5.8,-9.27,25.66,2.82,3.17,1856,1592,3448,182,-8.08,405,412,16536,16121,-50.65,0.74,41.63,38.09,30.11,-16.69,3.99,5.14,,,35865,-74132,12.139,-0.07,55.53,0.798557698716325,1.41388889242283
9292,846913,FUEL TECH INC,2016,57788,43316,26963,55161,-17388,-0.744,-15724,0,-25.12,,-34.02,-26.19,-27.34,46.34,8.25,-20.53,9.74,2.61,2.89,1656,1795,3451,146,-19.78,378,396,14050,14472,-39.15,0.62,38.89,34.79,22.87,23.92,-13.47,-21.46,,,26585,-91520,11.427,-14.24,59.58,0.717017373849242,-0.500214523756473
9293,846913,FUEL TECH INC,2017,50484,34265,27029,45166,-10983,-0.46,,0,-18.12,,-28.31,-20.29,-25.67,46.35,2.37,-8.81,8.85,1.86,2.15,1611,801,2412,122,-16.44,370,414,15723,16219,-2.61,0.79,37.36,40.68,,30.34,-5.88,,,,18025,-102503,20.07,-5.59,56.72,0.856667458996909,
9294,846913,FUEL TECH INC,2018,51719,33976,28763,56535,-28,-0.001,,0,25.17,,-0.08,-0.05,-0.08,32.84,1.9,0.76,0.22,2.13,2.37,,,,,,,,17161,17743,6.25,0.85,35.17,,,,,,,,23556,-102495,16.802,2.69,63.01,0.899205321061892,
9295,846913,FUEL TECH INC,2019,32224,26099,23363,30467,-7852,-0.324,,0,-46.11,,-26.14,-18.71,-26.07,56.42,3.7,-24.58,0.29,3.96,4.4,906,991,1897,82,,372,393,4912,6125,-20.17,0.9,39.28,27.2,15.05,31.76,-27.13,-51.86,,,16698,-110325,6.94799999999999,-18.11,61.18,0.915094339622641,
9296,933955,"AMEDIA NETWORKS, INC.",1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9297,933955,"AMEDIA NETWORKS, INC.",1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9298,933955,"AMEDIA NETWORKS, INC.",1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9299,933955,"AMEDIA NETWORKS, INC.",1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9300,933955,"AMEDIA NETWORKS, INC.",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9301,933955,"AMEDIA NETWORKS, INC.",1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9302,933955,"AMEDIA NETWORKS, INC.",1998,491,-3098,4698,55,-5579,-0.154,-5168,0,,,,,,7340.61,1879.49,-9461.12,-126.69,0.03,0.04,,,,11,,5,45,2938,3589,,-1.52,,65,100,58.39,-951.46,-5524.02,,,-2834,-11758,1354.836,-7467.75,,16.8778004073319,-74.2898547496622
9303,933955,"AMEDIA NETWORKS, INC.",1999,468,-331,63921,69,-13072,-0.207,-7872,0,25.27,,,-2022.5,,4831.89,502.87,-11446.37,-5.07,0.29,0.34,,,,5,-54.55,14,94,753,799,433.33,-192.93,,48.7,91.93,19.1,-659.95,-2377.51,,,-495,-24830,595.208,-2536.37,,138.290598290598,-82.9079883775659
9304,933955,"AMEDIA NETWORKS, INC.",2000,10349,9997,120418,2,-4797,-0.03,-4582,0,-97.09,,-99.25,-88.62,-99.01,195182.39,55622.26,-255426.66,0,38.31,38.78,,,,8,60,0,1294,215,352,15.63,12.05,,19.82,100,40.71,-101.35,-103988.69,,,8122,-29627,2351.176,-144963.53,,11.6697265436274,200.730945172568
9305,933955,"AMEDIA NETWORKS, INC.",2001,6551,5416,32197,0,-5499,-0.031,-4878,0,-100,,-71.35,-65.05,-71.33,,,,0,7.16,7.38,,,,13,62.5,0,504,705,1135,-73.62,5.95,,21.19,,49.75,-184.72,,0,,4495,-35126,,,,5.08807815600671,7.8798818353051
9306,933955,"AMEDIA NETWORKS, INC.",2002,815,256,3378,0,-5245,-0.029,-4819,0,0,,-184.93,-141.41,-183.64,,,,0,1.23,1.35,,,,3,-76.92,0,272,559,559,-89.89,13.21,78.07,6.06,,27.73,-2304.96,,0,,193,-40370,,,,4.83067484662576,-84.9498225358604
9307,933955,"AMEDIA NETWORKS, INC.",2003,3254,3067,5425,0,3467,0.02,3467,0,0,,208.64,170.39,208.65,,,,0,16.21,17.39,,,,4,33.33,0,814,187,187,78.38,1.76,73.63,,,-293.43,,,0,,3065,-36904,,,,1.72464658881376,6.17516327087352
9308,933955,"AMEDIA NETWORKS, INC.",2004,2558,-3363,20386,0,-8177,-0.036,-5682,0,0,,,-281.4,-330.13,,,,0,3.39,3.59,,,,20,400,0,128,671,671,275.76,-6.06,74.5,,,,,,0,,1735,-45226,,,,10.2842064112587,-13.0396571231483
9309,933955,"AMEDIA NETWORKS, INC.",2005,3452,-8723,17183,6,-9215,-0.064,-8928,0,,,,-300.45,-543.76,81273.49,71662.8,-155164.96,64.46,0.11,0.46,,,,34,70,0,102,2930,2943,-37.9,-1.97,65.66,,0,,,,0,,-1588,-58167,26254.11,-155010.6,109.55,8.50463499420625,-29.1723498085879
9310,933955,"AMEDIA NETWORKS, INC.",2006,3921,-11231,22090,33,-18655,-0.078,-13618,0,489.82,,,-417.21,-3456.05,12594.75,14872.88,-33241.3,-1166.79,0.1,0.14,,,,16,-52.94,2,245,6062,10810,-5.19,-1.97,61.21,0,0,0,,,0,,-5184,-78959,4476.167,-29835.38,81.37,9.49808722264728,-40.0057748134349
9311,933955,"AMEDIA NETWORKS, INC.",2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.07,,,,,,,,,,,,,,
9312,933955,"AMEDIA NETWORKS, INC.",2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.5,,,,,,,,,,,,,,
9313,933955,"AMEDIA NETWORKS, INC.",2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.28,,,,,,,,,,,,,,
9314,933955,"AMEDIA NETWORKS, INC.",2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.52,,,,,,,,,,,,,,
9315,933955,"AMEDIA NETWORKS, INC.",2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.74,,,,,,,,,,,,,,
9316,933955,"AMEDIA NETWORKS, INC.",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9317,933955,"AMEDIA NETWORKS, INC.",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9318,933955,"AMEDIA NETWORKS, INC.",2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319,933955,"AMEDIA NETWORKS, INC.",2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9320,933955,"AMEDIA NETWORKS, INC.",2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9321,933955,"AMEDIA NETWORKS, INC.",2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9322,933955,"AMEDIA NETWORKS, INC.",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9323,933955,"AMEDIA NETWORKS, INC.",2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9324,99047,"NYFIX, INC.",1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325,99047,"NYFIX, INC.",1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9326,99047,"NYFIX, INC.",1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9327,99047,"NYFIX, INC.",1995,5870,4870,37272,5045,81,0.004,,0,,,,,,46.21,3.86,0.31,0.93,3.78,5.02,,,,29,,174,202,971,1000,115.79,8.12,,,,,,,1819,,3899,-1057,7,9.5,41.74,6.51993185689948,
9328,99047,"NYFIX, INC.",1996,7523,4594,33188,7014,-445,-0.027,,0,39.03,,-9.41,-6.65,-8.64,42.45,3.45,-7.4,14.86,1.73,2.23,,,,32,10.34,219,235,2898,2930,-12.2,7.22,,,,,,,5419,,3573,-1503,19.766,0.54,54.61,4.80087730958394,
9329,99047,"NYFIX, INC.",1997,7977,6332,66065,5006,-2594,-0.142,,0,-28.62,,-47.49,-33.47,-43.89,90.34,6.42,-54.74,1.46,2.56,3.38,,,,50,56.25,100,160,1600,1646,72.22,10.43,39.95,,25.83,,,,1283,,3803,-4097,18.531,-33.18,43.86,8.48815344114328,
