,CIK,Name,Year,TOTAL ASSETS (U.S.$),COMMON EQUITY (U.S.$),MARKET CAPITALIZATION (U.S.$),NET SALES OR REVENUES (U.S.$),NET INCOME (U.S.$),EARNINGS PER SHARE,EARNINGS BEF INTEREST & TAXES,DIVIDEND YIELD - CLOSE,NET SALES/REVENUES -1YR ANN GR,NET INCOME - 1 YR ANNUAL GROWT,RETURN ON EQUITY - TOTAL (%),RETURN ON ASSETS,RETURN ON INVESTED CAPITAL,"SELLING, GENERAL & ADM / SALES",RESEARCH & DEVELOPMENT/SALES,OPERATING PROFIT MARGIN,TOTAL DEBT % TOTAL CAPITAL/STD,QUICK RATIO,CURRENT RATIO,"BRANDS, PATENTS - NET","BRANDS, PATENTS - ACCUM AMORT","BRANDS, PATENTS - GROSS",EMPLOYEES,EMPLOYEES - 1 YR ANNUAL GROWTH,SALES PER EMPLOYEE,ASSETS PER EMPLOYEE,CURRENT LIABILITIES-TOTAL,TOTAL LIABILITIES,TOTAL INVESTMENT RETURN,PRICE/BOOK VALUE RATIO - CLOSE,PRICE VOLATILITY,FOREIGN ASSETS % TOTAL ASSETS,FOREIGN SALES % TOTAL SALES,FOREIGN INCOME % TOTAL INCOME,FOREIGN RETURN ON ASSETS,FOREIGN INCOME MARGIN,EXPORTS,PROVSION FOR RISKS & CHARGES,WORKING CAPITAL,RETAINED EARNINGS,ACCOUNTS PAYABLE/SALES,CASH FLOW/SALES,COST OF GOODS SOLD/SALES,TobinQ,AltmanZ
4579,712752,SILICON VALLEY GROUP INCORPORATED,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4580,712752,SILICON VALLEY GROUP INCORPORATED,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4581,712752,SILICON VALLEY GROUP INCORPORATED,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4582,712752,SILICON VALLEY GROUP INCORPORATED,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4583,712752,SILICON VALLEY GROUP INCORPORATED,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4584,712752,SILICON VALLEY GROUP INCORPORATED,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4585,712752,SILICON VALLEY GROUP INCORPORATED,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4586,712752,SILICON VALLEY GROUP INCORPORATED,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4587,712752,SILICON VALLEY GROUP INCORPORATED,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4588,712752,SILICON VALLEY GROUP INCORPORATED,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4589,712752,SILICON VALLEY GROUP INCORPORATED,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4590,712752,SILICON VALLEY GROUP INCORPORATED,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4591,712752,SILICON VALLEY GROUP INCORPORATED,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4592,350692,"DELPHAX TECHNOLOGIES, INC.",1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4593,350692,"DELPHAX TECHNOLOGIES, INC.",1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4594,350692,"DELPHAX TECHNOLOGIES, INC.",1994,17604,13550,31495,22976,1793,0.27,2181,0,,,,,,42.14,10.15,8.3,1.58,2.41,4.22,,,,178,,129,99,3893,4036,79.17,2.33,37.56,51.66,66.89,71.59,15.02,8.89,18075,,12545,-2299,9.191,9.54,37.65,2.01937059759145,7.05537503189314
4595,350692,"DELPHAX TECHNOLOGIES, INC.",1995,20104,15692,60359,24361,2053,0.36,2597,0,6.03,14.53,14.04,10.98,13.96,42.79,9.52,9.38,1.19,2.86,4.39,,,,182,2.25,134,110,4305,4411,83.72,3.92,36.99,49.01,69.06,80.54,18.67,10.94,18741,,14586,-209,9.815,9.35,36.53,3.22179665738161,10.6922452193278
4596,350692,"DELPHAX TECHNOLOGIES, INC.",1996,22278,18408,47563,24719,2246,0.28,2569,0,1.47,9.39,13.17,10.68,13.14,43.77,8.93,8.56,0.8,3.51,5.54,,,,191,4.95,129,117,3814,3869,-22.78,2.64,35.38,46.43,70.55,67.42,13.79,8.18,20823,,17310,1903,7.942,10.41,36.97,2.30869018762905,9.90701860365891
4597,350692,"DELPHAX TECHNOLOGIES, INC.",1997,22971,18680,24560,22867,326,0.01,502,0,-7.49,-85.48,1.76,1.51,1.82,48.7,11.03,0.71,0.64,2.85,5.17,,,,187,-2.09,122,123,4213,4292,-49.18,1.33,36.82,55.04,67.52,563.43,7.21,5.91,3920,,17589,1746,11.386,3.54,37.81,1.25597492490531,5.51625717673197
4598,350692,"DELPHAX TECHNOLOGIES, INC.",1998,22320,18567,18052,23740,199,0.001,317,0,3.82,-39,1.07,0.93,1.13,46.76,11.49,-0.71,0.25,2.35,5.74,,,,181,-3.21,131,123,3717,3752,-24.59,96.06,39.45,57.75,61.84,-272.99,3.57,3.13,4697,,17634,1929,9.78399999999999,2.2,40.9,0.976926523297491,5.05569167411789
4599,350692,"DELPHAX TECHNOLOGIES, INC.",1999,20456,16706,24617,22308,-1614,-0.23,-1930,0,-6.03,,-9.15,-7.52,-9.09,49.09,12.15,-8.67,0.23,1.76,5.2,,,,182,0.55,123,112,3750,3750,36.89,1.51,41.26,1.18,63.01,19.02,-152.54,-2.62,2990,,15736,413,11.359,-5.19,45.81,1.38673249902229,5.65837780211185
4600,350692,"DELPHAX TECHNOLOGIES, INC.",2000,24366,15923,18963,28782,-290,,-450,0,29.02,,-1.78,-1.27,-1.75,42.51,9.46,-0.98,0,1.01,2.78,,,,207,13.74,139,118,8443,8443,-23.42,1.14,43.3,0.83,43.27,365.72,-511.18,-8.3,2963,,15037,209,14.742,0.89,47.66,1.12476401543133,3.20864482042277
4601,350692,"DELPHAX TECHNOLOGIES, INC.",2001,25787,17983,37213,42844,2150,0.36,3355,0,48.86,,12.68,8.71,12.66,34.74,6.15,8.5,3.2,1.37,3.17,,,,216,4.35,198,119,7804,7804,97.19,2.07,44.82,0.47,26.42,9.15,273.17,2.94,2396,,16945,2446,10.1139999999999,6.33,49.81,1.74572458990964,5.85659069329888
4602,350692,"DELPHAX TECHNOLOGIES, INC.",2002,39667,15800,18219,52404,-2391,-0.68,-511,0,22.31,,-14.16,-5.78,-7.61,41.91,10.95,-1.55,49.26,1.15,3.21,,,,425,96.76,123,93,10860,23868,-51.16,1.23,45.43,9.1,18.86,157.25,-35.45,-12.95,4186,,24048,54,8.176,-0.91,45.07,1.0609826808178,2.45277199389289
4603,350692,"DELPHAX TECHNOLOGIES, INC.",2003,37072,14820,19204,57979,-1835,-0.05,-727,0,10.64,,-11.99,-3.41,-4.37,42.88,8.1,1.04,48.54,0.64,1.53,,,,393,-7.53,148,94,21604,22252,4.75,1.24,42.47,6.91,21.99,26.28,6.21,1.25,7846,,11393,-1780,5.902,-0.05,45.01,1.1182563659905,2.30298110144512
4604,350692,"DELPHAX TECHNOLOGIES, INC.",2004,35678,16521,24770,53622,-389,-0.2,580,0,-7.51,,-2.48,0.64,0.85,45.23,9.27,1.22,35.97,0.82,2.96,,,,386,-1.78,139,92,11240,19157,27.83,1.51,43.62,5.22,22.13,-117.68,-41.44,-6.51,4200,,22070,-2169,10.46,2.95,41.76,1.23120690621671,2.97455494373451
4605,350692,"DELPHAX TECHNOLOGIES, INC.",2005,30400,17072,16608,51627,306,0.1,1222,0,-3.72,,1.82,3.04,4.07,43.51,8.62,3.01,27.15,1.01,3.97,,,,340,-11.92,152,89,7265,13328,-33.67,0.98,42.25,3.86,21.99,-25.13,-33.22,-3.43,4400,,21556,-1863,6.262,3.94,42.74,0.984736842105263,3.32668307678334
4606,350692,"DELPHAX TECHNOLOGIES, INC.",2006,26216,7836,7899,48726,-9621,-1.47,-8303,0,-5.62,,-77.25,-31.55,-45.08,22.31,11.07,-9.94,51.6,0.67,2.35,,,,288,-15.29,169,91,10324,18380,-53.05,0.98,45.74,3.28,17.2,137.36,-774.27,-79.36,,,13922,-11484,8.193,-16.44,74.62,1.00240311260299,1.07673186149517
4607,350692,"DELPHAX TECHNOLOGIES, INC.",2007,25596,9660,3585,44579,-788,-0.3,720,0,-8.51,,-9.01,0.74,1.09,19.68,7.53,1.39,49.47,1.15,3.39,,,,280,-2.78,159,91,6713,15936,-55.28,0.42,53.64,2,20.66,-38,-46.09,-2.56,,,16019,-12272,5.85,1.16,70.12,0.762658227848101,2.03180542964168
4608,350692,"DELPHAX TECHNOLOGIES, INC.",2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.44,,,,,,,,,,,,,,
4609,350692,"DELPHAX TECHNOLOGIES, INC.",2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.25,,,,,,,,,,,,,,
4610,350692,"DELPHAX TECHNOLOGIES, INC.",2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.86,,,,,,,,,,,,,,
4611,350692,"DELPHAX TECHNOLOGIES, INC.",2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.2,,,,,,,,,,,,,,
4612,350692,"DELPHAX TECHNOLOGIES, INC.",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.29,,,,,,,,,,,,,,
4613,350692,"DELPHAX TECHNOLOGIES, INC.",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.59,,,,,,,,,,,,,,
4614,350692,"DELPHAX TECHNOLOGIES, INC.",2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.01,,,,,,,,,,,,,,
4615,350692,"DELPHAX TECHNOLOGIES, INC.",2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.18,,,,,,,,,,,,,,
4616,350692,"DELPHAX TECHNOLOGIES, INC.",2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.24,,,,,,,,,,,,,,
4617,350692,"DELPHAX TECHNOLOGIES, INC.",2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.96,,,,,,,,,,,,,,
4618,350692,"DELPHAX TECHNOLOGIES, INC.",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.06,,,,,,,,,,,,,,
4619,350692,"DELPHAX TECHNOLOGIES, INC.",2019,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.94,,,,,,,,,,,,,,
4620,861289,"ADVANCED LOGIC RESEARCH, INC.",1992,125846,87425,40761,206817,549,0.04,2210,0,-9.27,-96.27,0.63,0.93,1.15,14.89,2.48,0.34,14.62,2.1,3.85,,,,648,5.71,319,194,30876,38421,-61.84,0.49,,28.57,31.25,-696.63,-13.79,-7.68,15925,0,87982,32904,4.666,2.41,81.04,0.629197590706101,3.52647012574761
4621,861289,"ADVANCED LOGIC RESEARCH, INC.",1993,108095,75917,41255,169254,-10627,-0.73,-11792,0,-18.16,,-13.01,-8.77,-11.11,16.59,2.32,-7.52,7.68,1.75,3.18,,,,538,-16.98,315,201,32178,32178,0,0.55,,31.31,36.85,24.51,-9.22,-5,15893,,70279,22277,8.699,-4.04,87.15,0.679337619686387,3.02810292480948
4622,861289,"ADVANCED LOGIC RESEARCH, INC.",1994,97929,76861,43044,183387,-346,-0.02,-414,0,8.35,,-0.45,-0.28,-0.37,10.53,2.4,-1.01,0,3.1,4.46,,,,459,-14.68,400,213,21068,21068,3.45,0.56,45.25,26.06,36.44,-76.47,5.54,2.12,18075,,72967,21931,4.921,3.09,86.79,0.654678389445414,4.27348270727394
4623,861289,"ADVANCED LOGIC RESEARCH, INC.",1995,107220,83249,70013,192425,4872,0.56,6507,0,4.93,,6.09,4.76,6.09,11.39,2.47,2.08,0,3.05,4.33,,,,475,3.49,405,226,23971,23971,60,0.83,44.94,26.94,33.01,62.37,8.62,3.92,20002,,79771,26803,6.032,3.47,83.1,0.876552881925014,4.97220797028253
4624,861289,"ADVANCED LOGIC RESEARCH, INC.",1996,118640,96778,151600,217855,10603,0.92,14209,0,13.22,117.63,11.78,9.43,11.83,11.8,2.5,5.3,0,3.94,5.28,,,,512,7.79,425,232,21862,21862,106.25,1.57,44.82,23.1,28.51,-4.07,-1.72,-0.76,15266,,93553,37406,3.304,4.65,79.77,1.46208698583951,7.76143761709492
4625,861289,"ADVANCED LOGIC RESEARCH, INC.",1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.92,,,,,,,,,,,,,,
4626,861289,"ADVANCED LOGIC RESEARCH, INC.",1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4627,861289,"ADVANCED LOGIC RESEARCH, INC.",1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4628,861289,"ADVANCED LOGIC RESEARCH, INC.",2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4629,861289,"ADVANCED LOGIC RESEARCH, INC.",2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4630,861289,"ADVANCED LOGIC RESEARCH, INC.",2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4631,861289,"ADVANCED LOGIC RESEARCH, INC.",2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4632,861289,"ADVANCED LOGIC RESEARCH, INC.",2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4633,861289,"ADVANCED LOGIC RESEARCH, INC.",2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4634,861289,"ADVANCED LOGIC RESEARCH, INC.",2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4635,861289,"ADVANCED LOGIC RESEARCH, INC.",2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4636,861289,"ADVANCED LOGIC RESEARCH, INC.",2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4637,861289,"ADVANCED LOGIC RESEARCH, INC.",2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4638,861289,"ADVANCED LOGIC RESEARCH, INC.",2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4639,861289,"ADVANCED LOGIC RESEARCH, INC.",2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4640,861289,"ADVANCED LOGIC RESEARCH, INC.",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4641,861289,"ADVANCED LOGIC RESEARCH, INC.",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4642,861289,"ADVANCED LOGIC RESEARCH, INC.",2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4643,861289,"ADVANCED LOGIC RESEARCH, INC.",2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4644,861289,"ADVANCED LOGIC RESEARCH, INC.",2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4645,861289,"ADVANCED LOGIC RESEARCH, INC.",2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4646,861289,"ADVANCED LOGIC RESEARCH, INC.",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4647,861289,"ADVANCED LOGIC RESEARCH, INC.",2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4648,790375,SECOM GENERAL CORPORATION,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4649,790375,SECOM GENERAL CORPORATION,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4650,790375,SECOM GENERAL CORPORATION,1994,27826,9837,9714,32571,1094,0.95,2107,0,,,,,,14.74,,5.28,55.66,0.52,1.04,,,,326,,100,85,9069,17990,-12.5,1.07,41.45,0,0,0,,,,,320,-6200,8.07,10.25,73.88,0.99557967368648,1.4345381000018
4651,790375,SECOM GENERAL CORPORATION,1995,26947,11911,11760,36276,1204,1.7,1969,0,11.38,10.13,11.08,7.1,8.77,14.56,,5.45,46.27,0.54,1.13,,,,311,-4.6,117,87,8896,15037,4.76,1.02,41.84,0,0,0,,,,,1129,-4996,5.694,7.32,74.86,0.994396407763387,1.83382263676121
4652,790375,SECOM GENERAL CORPORATION,1996,34955,14036,13356,30877,41,-0.1,906,0,-14.88,-96.63,0.31,1.91,2.27,15.94,,2.89,53.03,0.76,1.84,,,,328,5.47,94,107,5863,20919,-9.09,0.98,39.9,0,0,0,,,,,4908,-4955,9.252,6.89,74.75,0.980546416821627,1.31314853333278
4653,790375,SECOM GENERAL CORPORATION,1997,46208,14300,9511,47755,309,-0.05,1798,0,54.66,660.1,2.18,2.78,3.46,12.98,,3.86,59.66,0.82,1.64,,,,467,42.38,102,99,8906,31909,-28.76,0.71,38.46,0,0,0,,,,,5689,-4647,7.70299999999999,7.28,77.05,0.89635993767313,1.33733727208412
4654,790375,SECOM GENERAL CORPORATION,1998,27868,8342,2668,31726,-5945,-5.39,-5656,0,-33.57,,-52.52,-14.38,-19.32,16.87,,-8.11,57.63,0.24,0.81,,,,279,-40.26,114,100,18566,19526,-71.93,0.33,48.78,0,0,0,,,,,-3583,-10592,9.222,0.67,82.75,0.796397301564518,-0.147113457685483
4655,790375,SECOM GENERAL CORPORATION,1999,17619,9723,2611,28226,1453,1.71,2282,0,-11.03,,16.08,8.54,11.42,15.84,,3.02,32.12,1.08,2.38,,,,214,-23.3,132,82,3968,7897,0,0.26,50.99,0,0,0,,,,,5461,-9140,4.657,8.23,73.12,0.596344854986094,1.85747102075322
4656,790375,SECOM GENERAL CORPORATION,2000,16767,13839,2250,668,417,,132,0,-97.63,-71.27,3.54,2.84,3.28,36.82,,19.71,10.38,28.04,28.04,,,,,,,,499,2929,914,0.84,58.19,0,0,0,,,,,13499,,16.926,88.9,,0.308820898192878,
4657,790375,SECOM GENERAL CORPORATION,2001,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,-28.89,,55.22,,,,,,,,,,,,,,
4658,790375,SECOM GENERAL CORPORATION,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.02,,,,,,,,,,,,,,
4659,790375,SECOM GENERAL CORPORATION,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4660,790375,SECOM GENERAL CORPORATION,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4661,790375,SECOM GENERAL CORPORATION,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4662,790375,SECOM GENERAL CORPORATION,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4663,790375,SECOM GENERAL CORPORATION,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4664,790375,SECOM GENERAL CORPORATION,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4665,790375,SECOM GENERAL CORPORATION,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4666,790375,SECOM GENERAL CORPORATION,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4667,790375,SECOM GENERAL CORPORATION,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4668,790375,SECOM GENERAL CORPORATION,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4669,790375,SECOM GENERAL CORPORATION,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4670,790375,SECOM GENERAL CORPORATION,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4671,790375,SECOM GENERAL CORPORATION,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4672,790375,SECOM GENERAL CORPORATION,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4673,790375,SECOM GENERAL CORPORATION,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4674,790375,SECOM GENERAL CORPORATION,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4675,790375,SECOM GENERAL CORPORATION,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4676,805574,"DIGITAL ORIGIN, INC.",1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4677,805574,"DIGITAL ORIGIN, INC.",1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4678,805574,"DIGITAL ORIGIN, INC.",1994,126859,35691,119391,327900,-77475,-57.5,-81206,0,,,,,,25.62,9.03,-11.41,38.77,0.99,1.34,,,,489,,671,259,88311,91168,,3.26,,,,,,,112,,29856,-51251,11.972,-2.58,75.37,1.65978763824403,0.949050098417555
4679,805574,"DIGITAL ORIGIN, INC.",1995,87878,-57117,33755,308133,-131742,-85.6,-119649,0,-6.03,,,-120.87,-775.09,25.71,6.27,-15.03,-130.28,0.47,0.59,,,,237,-51.53,1300,371,143664,144995,-76.84,-0.51,,,,,,,124469,,-59334,-182993,23.723,-15.83,81.54,2.03406996062723,-4.60759429347634
4680,805574,"DIGITAL ORIGIN, INC.",1996,45526,3960,28891,90290,-975,4.7,3576,0,-70.7,,,2.18,39.46,28.67,8.28,-22.66,78.36,0.71,1.52,,,,100,-57.81,903,455,16353,38566,-73.03,1.25,,,,,,,45800,,8476,-183968,5.542,-22.04,84.09,1.54762113956859,-2.76178727416997
4681,805574,"DIGITAL ORIGIN, INC.",1997,26272,8158,18926,31150,1268,0.44,4361,0,-65.5,,16.44,8.56,13.59,68.56,16.06,-53.09,37.58,1.38,1.44,,,,61,-39,511,431,18114,18114,-35.22,-8.26,,,,,,,4900,,7909,-182972,14.482,-83.62,65.91,1.40986601705237,-7.04058997391268
4682,805574,"DIGITAL ORIGIN, INC.",1998,6556,-5083,7596,15668,8733,2.02,8192,0,-49.7,588.72,568,55.02,193.68,45.36,17.88,-26.56,-35.8,0.47,0.55,,,,42,-31.15,373,156,11639,11639,-60.03,-3.43,70.06,,,,,,3700,,-5216,-174239,12.58,-20.78,62.37,2.93395363026235,-31.2815255195171
4683,805574,"DIGITAL ORIGIN, INC.",1999,6895,1081,67815,13353,5849,0.57,5904,0,-14.78,-33.02,,87.5,,53.58,19.84,-8.99,0,1.12,1.2,,,,49,16.67,273,141,5014,5814,781.82,52.77,73.16,,,,,,4200,,980,-168390,20.9019999999999,-7.4,34.45,10.6786076867295,-22.2788982414232
4684,805574,"DIGITAL ORIGIN, INC.",2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4685,805574,"DIGITAL ORIGIN, INC.",2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4686,805574,"DIGITAL ORIGIN, INC.",2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4687,805574,"DIGITAL ORIGIN, INC.",2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4688,805574,"DIGITAL ORIGIN, INC.",2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4689,805574,"DIGITAL ORIGIN, INC.",2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4690,805574,"DIGITAL ORIGIN, INC.",2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4691,805574,"DIGITAL ORIGIN, INC.",2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4692,805574,"DIGITAL ORIGIN, INC.",2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4693,805574,"DIGITAL ORIGIN, INC.",2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4694,805574,"DIGITAL ORIGIN, INC.",2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4695,805574,"DIGITAL ORIGIN, INC.",2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,805574,"DIGITAL ORIGIN, INC.",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4697,805574,"DIGITAL ORIGIN, INC.",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4698,805574,"DIGITAL ORIGIN, INC.",2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4699,805574,"DIGITAL ORIGIN, INC.",2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4700,805574,"DIGITAL ORIGIN, INC.",2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4701,805574,"DIGITAL ORIGIN, INC.",2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4702,805574,"DIGITAL ORIGIN, INC.",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4703,805574,"DIGITAL ORIGIN, INC.",2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4704,807863,"MITEK SYSTEMS, INC.",1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4705,807863,"MITEK SYSTEMS, INC.",1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4706,807863,"MITEK SYSTEMS, INC.",1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4707,807863,"MITEK SYSTEMS, INC.",1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4708,807863,"MITEK SYSTEMS, INC.",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4709,807863,"MITEK SYSTEMS, INC.",1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710,807863,"MITEK SYSTEMS, INC.",1998,6136,4282,13381,6501,-1497,0.04,,0,,,,,,50.65,20.66,-8.66,0,2.24,2.4,,,,34,,191,180,1800,1854,,3.1,,0,0,0,,,1495,,2517,-4922,10.002,-8.48,23.22,2.48288787483702,
